OID,YEAR,WEEK,Month,Nmonth,ADDRESS,Longitude,Latitude,Ae_aegypti_femalers,Ae_aegypti_males,Cx_quinquefasciatus_females,Cx_quinquefasciatus_males
2168,2013,39,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,3,1,1
2169,2013,40,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,3,1,2
2170,2013,41,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,5,16,4
2171,2013,42,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,2,10,5
2172,2013,43,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,7,1,1,3
2173,2013,44,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
2174,2013,45,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,0,ND,ND
2175,2013,46,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,1,4
2176,2013,47,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
2177,2013,48,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,1,0
2178,2013,49,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
2179,2013,50,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
2180,2013,51,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
2181,2013,52,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3066,2014,1,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,1,1
3067,2014,2,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,3,0
3068,2014,3,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,4,2
3069,2014,4,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,4,1
3070,2014,5,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
3071,2014,6,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,0,6
3072,2014,7,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,11,5
3073,2014,8,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,4,0
3074,2014,9,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,2,11
3075,2014,10,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,1,1,10
3076,2014,11,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,1,1,3
3077,2014,12,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,16,3
3078,2014,13,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,1,3
3079,2014,14,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,2,36,0
3080,2014,15,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,1,1,3
3081,2014,16,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,7,3
3082,2014,17,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,0,3,16
3083,2014,18,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3084,2014,19,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,1,3
3085,2014,20,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,7,4
3086,2014,21,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,2,1,1
3087,2014,22,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,1,1,0
3088,2014,23,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,13,14,2,5
3089,2014,24,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,18,6,5,18
3090,2014,25,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,12,13,3,14
3091,2014,26,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,3,4,22
3092,2014,27,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,3,2,8
3093,2014,28,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,8,3,11
3094,2014,29,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,3,1,6
3095,2014,30,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,6,1,4
3096,2014,31,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3097,2014,32,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,9,3,0,2
3098,2014,33,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,2,7
3099,2014,34,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,10,0,3,0
3100,2014,35,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,10,4,4,0
3101,2014,36,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3102,2014,37,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,3,2,8
3103,2014,38,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,8,0,3
3104,2014,39,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
3105,2014,40,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,9,3,2,5
3106,2014,41,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,3,4
3107,2014,42,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
3108,2014,43,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,4,1,1
3109,2014,44,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3110,2014,45,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,9,3,1,0
3111,2014,46,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,1,0
3112,2014,47,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3113,2014,48,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,8,1
3114,2014,49,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,1,24,4
3115,2014,50,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,43,2
3116,2014,51,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3117,2014,52,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3378,2015,1,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,3,7,0
3379,2015,2,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,1,23,3
3380,2015,3,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3381,2015,4,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,0,7,9
3382,2015,5,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
3383,2015,6,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3384,2015,7,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3385,2015,8,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,0,1,0
3386,2015,9,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,2,7,0
3387,2015,10,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,4,3,1
3388,2015,11,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,2,28,1
3389,2015,12,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3390,2015,13,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3391,2015,14,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3392,2015,15,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,1,1,12
3393,2015,16,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,1,4,4
3394,2015,17,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,6,6
3395,2015,18,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3396,2015,19,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,13,15,18,14
3397,2015,20,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,10,9,1,4
3398,2015,21,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,0,0
3399,2015,22,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,22,41,18,13
3400,2015,23,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,0,0
3401,2015,24,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,9,5,6,22
3402,2015,25,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,10,10,2,3
3403,2015,26,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,1,1,0
3404,2015,27,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,7,2,0,3
3405,2015,28,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
3406,2015,29,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,5,6,27
3407,2015,30,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,9,5,3,9
3408,2015,31,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,2,1,11
3409,2015,32,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,13,6,1,2
3410,2015,33,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,4,0,2
3411,2015,34,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,0,0,1
3412,2015,35,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,7,0,4
3413,2015,36,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,3,1,3
3414,2015,37,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,1,0
3415,2015,38,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,2,2,4
3416,2015,39,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,8,5,30,5
3417,2015,40,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,67,30,12,39
3418,2015,41,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,7,9,16
3419,2015,42,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,3,0,7
3420,2015,43,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,0,0
3421,2015,44,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,41,11
3422,2015,45,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,23,35
3423,2015,46,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,7,2,1,5
3424,2015,47,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,19,4
3425,2015,48,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,3
3426,2015,49,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,4,8
3427,2015,50,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,3,7,10
3428,2015,51,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,16,5
3429,2015,52,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,7,2,14,1
4002,2016,1,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,1,10,3
4003,2016,2,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,5,2
4004,2016,3,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,1,20,0
4005,2016,4,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,14,0
4006,2016,5,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,2,0,1
4007,2016,6,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,5,3
4008,2016,7,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4009,2016,8,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,101,6
4010,2016,9,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,4,0
4011,2016,10,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,14,0
4012,2016,11,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,14,1
4013,2016,12,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,28,2
4014,2016,13,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,4,52,20
4015,2016,14,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,1,13,16
4016,2016,15,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,8,2,54,8
4017,2016,16,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,7,5,30,23
4018,2016,17,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
4019,2016,18,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,6,36,11
4020,2016,19,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,4,83,9
4021,2016,20,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4022,2016,21,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,11,6,12,4
4023,2016,22,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,0,3,3
4024,2016,23,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,5,0
4025,2016,24,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,14,4,4,12
4026,2016,25,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,12,13,10,7
4027,2016,26,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,1,5,3
4028,2016,27,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4029,2016,28,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,7,3,1
4030,2016,29,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,1,4,4
4031,2016,30,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,3,5,0
4032,2016,31,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,12,2,1,5
4033,2016,32,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,6,5,4
4034,2016,33,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,1,0,0
4035,2016,34,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
4036,2016,35,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
4037,2016,36,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,0,0
4038,2016,37,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,13,0,5,2
4039,2016,38,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,12,7,1,4
4040,2016,39,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
4041,2016,40,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,4,0
4042,2016,41,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,4,3
4043,2016,42,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,23,2
4044,2016,43,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4045,2016,44,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,1,15,3
4046,2016,45,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,25,0
4047,2016,46,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4048,2016,47,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4049,2016,48,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,18,2
4050,2016,49,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,1,10
4051,2016,50,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,14,2,3,9
4052,2016,51,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4053,2016,52,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,7,2
4626,2017,1,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,2,7,3
4627,2017,2,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4628,2017,3,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4629,2017,4,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,15,8,24,2
4630,2017,5,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4631,2017,6,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,0,24,16
4632,2017,7,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4633,2017,8,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,9,8
4634,2017,9,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,51,9
4635,2017,10,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,0,73,16
4636,2017,11,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4637,2017,12,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,0,59,3
4638,2017,13,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4639,2017,14,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4640,2017,15,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,6,8,1
4641,2017,16,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,2,1,2
4642,2017,17,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,3,2,2
4643,2017,18,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,16,15,4,3
4644,2017,19,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,13,2,4,4
4645,2017,20,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,1,4,1
4646,2017,21,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,11,2,6,1
4647,2017,22,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,8,6,13,3
4648,2017,23,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,0,8,0
4649,2017,24,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,1,2
4650,2017,25,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,17,7,2,0
4651,2017,26,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,21,0,2,7
4652,2017,27,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,0,0,3
4653,2017,28,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,7,4,1,3
4654,2017,29,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,6,0,0
4655,2017,30,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,13,3,8,0
4656,2017,31,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,9,4,0,1
4657,2017,32,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,9,6,1,0
4658,2017,33,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,12,18,0,0
4659,2017,34,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,0,0
4660,2017,35,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4661,2017,36,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4662,2017,37,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4663,2017,38,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4664,2017,39,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4665,2017,40,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,21,2
4666,2017,41,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,1,0
4667,2017,42,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,5,2
4668,2017,43,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,16,2
4669,2017,44,October,10,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,7,2
4670,2017,45,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,1,0
4671,2017,46,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4672,2017,47,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,19,1
4673,2017,48,November,11,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4674,2017,49,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,3,0
4675,2017,50,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
4676,2017,51,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,33,0
4677,2017,52,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5458,2018,1,December,12,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5459,2018,2,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,34,0
5460,2018,3,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5461,2018,4,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,58,0
5462,2018,5,January,1,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,1,26,0
5463,2018,6,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,54,2
5464,2018,7,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,11,1
5465,2018,8,February,2,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5466,2018,9,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5467,2018,10,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,272,8
5468,2018,11,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,3,0
5469,2018,12,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,1,20,0
5470,2018,13,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5471,2018,14,March,3,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5472,2018,15,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,2,2,1
5473,2018,16,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,69,1
5474,2018,17,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,2,16,1
5475,2018,18,April,4,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,3,0
5476,2018,19,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5477,2018,20,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,0,0,0
5478,2018,21,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,1,2,0
5479,2018,22,May,5,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,2,1,0
5480,2018,23,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,17,1
5481,2018,24,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,ND,ND,ND,ND
5482,2018,25,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,4,1,8,1
5483,2018,26,June,6,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,2,4
5484,2018,27,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,1,6,2
5485,2018,28,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,5,2,45,3
5486,2018,29,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,1,2,0
5487,2018,30,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,2,1,7,3
5488,2018,31,July,7,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,1,21,2
5489,2018,32,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,6,0,12,1
5490,2018,33,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,2,18,2
5491,2018,34,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,0,0,11,1
5492,2018,35,August,8,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,1,0,23,0
5493,2018,36,September,9,"1306 CATHERINE, Key West, FL, ",-81.78877518,24.55492582,3,0,17,0
